Round,Transect,Quad,Species,Number on slide,Total pollen count,Heterospecific pollen yes/no,Heterospecific pollen count,
3,SS04,45,SALMEL,5,13,no,0,
3,SS04,45,SALMEL,6,1,no,0,
1,SS05,0,CALMAC,1,128,yes,1,
1,SS05,0,CALMAC,2,192,no,0,
1,SS05,0,CALMAC,3,74,yes,2,
1,SS05,0,CALMAC,4,51,no,0,
1,SS05,10,CALMAC,1,59,no,0,
1,SS05,10,CALMAC,2,305,no,0,
1,SS05,10,CALMAC,3,61,no,0,
1,SS05,25,CALMAC,1,106,no,0,
1,SS05,5,EROCIC,1,0,no,0,
1,SS05,5,EROCIC,2,74,no,0,
1,SS05,20,EROCIC,1,36,no,0,
1,SS05,20,EROCIC,2,27,no,0,
1,SS05,30,SALMEL,1,1,no,0,
1,SS05,30,SALMEL,1,1,no,0,
1,SS05,30,SALMEL,2,0,no,0,
1,SS05,30,SALMEL,2,0,no,0,
1,SS05,30,SALMEL,3,6,no,0,
1,SS05,30,SALMEL,3,1,no,0,
1,SS05,30,SALMEL,4,7,no,0,
1,SS05,30,SALMEL,4,1,no,0,
1,SS05,30,SALMEL,5,4,no,0,
1,SS05,35,SALMEL,1,15,no,0,
1,SS05,35,SALMEL,1,2,no,0,
1,SS05,35,SALMEL,2,12,no,0,
1,SS05,35,SALMEL,2,5,no,0,
1,SS05,35,SALMEL,3,4,no,0,
1,SS05,35,SALMEL,3,0,no,0,
1,SS05,35,SALMEL,4,3,no,0,
1,SS05,35,SALMEL,4,6,yes,1,
1,SS05,35,SALMEL,5,5,no,0,
1,SS05,35,SALMEL,5,8,no,0,
1,SS05,,SOLXAN,1,189,no,0,
1,SS05,,SOLXAN,2,312,yes,6,
2,SS05,5,EROCIC,1,20,no,0,
2,SS05,5,EROCIC,2,25,no,0,
2,SS05,45,EROCIC,1,105,yes,1,
2,SS05,45,EROCIC,2,51,no,0,
2,SS05,45,EROCIC,3,91,no,0,
2,SS05,45,EROCIC,4,64,no,0,
2,SS05,45,EROCIC,5,91,no,0,
2,SS05,45,EROCIC,6,193,no,0,
2,SS05,25,EROMOS,1,16,no,0,
2,SS05,25,EROMOS,2,20,yes,1,
2,SS05,35,SALMEL,1,12,no,0,
2,SS05,35,SALMEL,2,6,no,0,
2,SS05,35,SALMEL,3,21,no,0,
2,SS05,35,SALMEL,4,5,no,0,
2,SS05,35,SALMEL,5,5,no,0,
2,SS05,35,SALMEL,6,9,no,0,
2,SS05,35,SALMEL,7,3,no,0,
2,SS05,35,SALMEL,8,4,no,0,
2,SS05,35,SALMEL,9,5,no,0,
2,SS05,40,SALMEL,1,0,no,0,
2,SS05,40,SALMEL,2,4,no,0,
2,SS05,40,SALMEL,3,1,no,0,
2,SS05,40,SALMEL,4,1,no,0,
2,SS05,40,SALMEL,5,5,no,0,
2,SS05,40,SALMEL,6,2,no,0,
2,SS05,40,SALMEL,7,1,no,0,
2,SS05,40,SALMEL,8,13,no,0,
2,SS05,40,SALMEL,9,1,no,0,
2,SS05,40,SALMEL,10,14,no,0,
2,SS05,40,SALMEL,11,8,no,0,
2,SS05,4,SOLXAN,1,92,yes,5,
2,SS05,4,SOLXAN,2,24,no,0,
2,SS05,4,SOLXAN,3,111,yes,4,
2,SS05,4,SOLXAN,5,160,yes,4,
3,SS05,,ACMGLA,4,32,no,0,
3,SS05,,ACMGLA,5,24,no,0,
3,SS05,,ACMGLA,6,77,no,0,
3,SS05,,ACMGLA,6,23,no,0,
3,SS05,,ACMGLA,7,70,no,0,
3,SS05,,ACMGLA,8,71,no,0,
3,SS05,,ACMGLA,9,108,no,0,
3,SS05,,ACMGLA,10,22,no,0,
3,SS05,,ACMGLA,10,24,no,0,
3,SS05,45,BRANIG,2,229,no,0,
3,SS05,45,BRANIG,3,252,no,0,
3,SS05,45,BRANIG,4,5,no,0,
3,SS05,45,BRANIG,5,26,no,0,
3,SS05,35,SALMEL,1,82,no,0,
3,SS05,35,SALMEL,2,3,no,0,
3,SS05,35,SALMEL,3,40,no,0,
3,SS05,35,SALMEL,4,10,no,0,
3,SS05,35,SALMEL,5,2,no,0,
3,SS05,35,SALMEL,7,3,no,0,
3,SS05,35,SALMEL,8,27,no,0,
3,SS05,40,SALMEL,1,3,no,0,
3,SS05,40,SALMEL,2,4,no,0,
3,SS05,40,SALMEL,3,7,no,0,
3,SS05,40,SALMEL,4,2,no,0,
3,SS05,40,SALMEL,5,1,no,0,
3,SS05,40,SALMEL,6,0,no,0,
3,SS05,40,SALMEL,7,2,no,0,
3,SS05,40,SALMEL,8,0,no,0,
3,I40,45,ACMGLA,1,55,no,0,
3,I40,45,ACMGLA,2,43,no,0,
3,I40,45,ACMGLA,3,300,no,0,
3,I40,45,ACMGLA,4,73,no,0,
3,I40,45,ACMGLA,5,250,no,0,
3,I40,45,ACMGLA,6,230,no,0,
3,I40,45,ACMGLA,7,250,no,0,
3,I40,45,ACMGLA,8,113,no,0,
3,I40,45,ACMGLA,9,45,no,0,
3,I40,45,ACMGLA,10,125,no,0,
3,I08,40,ERIFAS,1,0,no,0,
3,I08,40,ERIFAS,2,0,no,0,
3,I08,40,ERIFAS,3,13,no,0,
3,I08,40,ERIFAS,4,0,no,0,
3,I08,40,ERIFAS,5,0,no,0,
3,I08,40,ERIFAS,6,2,no,0,
3,I08,40,ERIFAS,7,0,no,0,
3,I08,40,ERIFAS,8,0,no,0,
3,I08,40,ERIFAS,9,3,yes,1,
3,I08,5,ERIFAS,1,7,yes,2,
3,I08,5,ERIFAS,2,0,no,0,
3,I08,5,ERIFAS,3,7,yes,3,
3,I08,5,ERIFAS,4,2,no,0,
3,I08,5,ERIFAS,5,4,no,0,
3,I08,5,ERIFAS,6,2,no,0,
3,I08,5,ERIFAS,7,2,no,0,
3,I08,5,ERIFAS,8,1,no,0,
3,I08,5,ERIFAS,9,3,no,0,
3,BKR10,0,EROBOT,1,19,no,0,
3,BKR10,0,EROBOT,2,12,no,0,
3,BKR10,30,SALMEL,1,3,no,0,
3,BKR10,30,SALMEL,2,0,no,0,
3,BKR10,30,SALMEL,3,1,no,0,
3,BKR10,30,SALMEL,4,3,no,0,
3,BKR10,30,SALMEL,5,1,no,0,
3,BKR10,30,SALMEL,6,0,no,0,
3,BKR10,30,SALMEL,7,0,no,0,
3,BKR10,30,SALMEL,8,0,no,0,
3,BKR10,30,SALMEL,9,1,no,0,
3,SS05,30,ACMGLA,1,115,no,0,
3,SS05,30,ACMGLA,2,160,no,0,
3,SS05,30,ACMGLA,3,340,no,0,
3,SS05,30,ACMGLA,4,410,no,0,
3,SS05,30,ACMGLA,5,210,no,0,
3,SS05,30,ACMGLA,6,245,no,0,
3,IRC08,25,BRANIG,1,12,no,0,
3,IRC08,25,BRANIG,2,105,no,0,
3,IRC08,25,BRANIG,3,86,no,0,
3,IRC08,25,BRANIG,4,85,no,0,
3,IRC08,25,BRANIG,5,50,no,0,
3,IRC08,25,BRANIG,6,120,no,0,
3,IRC08,25,BRANIG,7,0,no,0,
3,IRC08,5,SALMEL,1,3,no,0,
3,IRC08,5,SALMEL,2,0,no,0,
3,IRC08,5,SALMEL,3,20,no,0,
3,IRC08,5,SALMEL,4,5,no,0,
3,IRC08,5,SALMEL,5,5,no,0,
3,IRC08,5,SALMEL,6,0,no,0,
3,IRC08,5,SALMEL,7,0,no,0,
3,IRC08,5,SALMEL,8,0,no,0,
3,IRC08,5,SALMEL,9,0,no,0,
3,SS05,10,ACMGLA,1,520,no,0,
3,SS05,10,ACMGLA,2,160,no,0,
3,SS05,10,ACMGLA,3,80,no,0,
3,SS05,0,BRANIG,1,150,no,0,
3,SS05,0,BRANIG,2,15,no,0,
3,IRC01,40,EUCCHR,1,15,no,0,
3,IRC01,40,EUCCHR,2,80,no,0,
3,IRC01,40,EUCCHR,3,20,no,0,
3,IRC01,40,EUCCHR,4,2,no,0,
3,IRC01,40,EUCCHR,5,115,no,0,
3,IRC01,25,ANAARV,1,130,no,0,
3,IRC01,40,ANAARV,1,140,no,0,
3,IRC01,35,ANAARV,1,70,no,0,
3,IRC01,35,ANAARV,2,23,no,0,
3,IRC01,0,SALMEL,1,2,no,0,
3,IRC01,0,SALMEL,2,3,no,0,
3,IRC01,0,SALMEL,3,0,no,0,
3,IRC01,0,SALMEL,4,0,no,0,
3,IRC01,0,SALMEL,5,4,no,0,
3,IRC01,0,SALMEL,6,8,no,0,
3,IRC01,0,SALMEL,7,2,no,0,
3,IRC01,0,SALMEL,8,3,no,0,
3,IRC01,0,SALMEL,9,3,no,0,
3,IRC01,0,SALMEL,10,6,yes,2,
3,IRC01,0,SALMEL,11,1,no,0,
3,IRC01,5,SALMEL,1,17,no,0,
3,IRC01,5,SALMEL,2,3,no,0,
3,IRC01,5,SALMEL,3,1,no,0,
3,IRC01,5,SALMEL,4,17,no,0,
3,IRC01,5,SALMEL,5,1,no,0,
3,IRC01,5,SALMEL,6,8,yes,2,
3,IRC01,5,SALMEL,7,13,no,0,
3,IRC01,5,SALMEL,8,0,no,0,
3,IRC01,5,SALMEL,9,22,no,0,
3,IRC01,5,SALMEL,10,3,no,0,
3,IRC01,0,SALMEL,1,0,no,0,
3,IRC01,0,SALMEL,2,30,no,0,
3,IRC01,0,SALMEL,3,5,no,0,
3,IRC01,0,SALMEL,4,25,no,0,
3,IRC01,0,SALMEL,5,9,no,0,
3,IRC01,0,SALMEL,6,11,no,0,
3,IRC01,0,SALMEL,7,5,no,0,
3,IRC01,0,SALMEL,8,17,no,0,
3,IRC01,15,SOLXAN,1,310,no,0,
3,IRC01,15,SOLXAN,2,14,no,0,
3,IRC01,15,SOLXAN,3,55,no,0,
3,IRC01,15,SOLXAN,4,1,no,0,
3,IRC01,15,SOLXAN,5,160,no,0,
3,IRC01,15,SOLXAN,6,330,no,0,
3,IRC01,35,BLOCRO,1,37,no,0,
3,IRC01,35,BLOCRO,2,0,no,0,
3,IRC01,35,BLOCRO,3,74,no,0,
3,IRC01,35,BLOCRO,4,2,no,0,
2,I40,35,GILANG,1,180,no,0,
2,I40,40,GILANG,1,3,no,0,
2,I40,40,GILANG,2,155,no,0,
2,I40,40,GILANG,3,90,no,0,
3,IRC01,20,SOLXAN,1,35,no,0,
3,IRC01,20,SOLXAN,2,100,no,0,
3,IRC01,25,BLOCRO,1,19,no,0,
3,IRC01,25,BLOCRO,2,2,no,0,
3,IRC01,25,BLOCRO,3,37,yes,32,
3,IRC01,25,BLOCRO,4,0,no,0,
3,IRC01,25,BLOCRO,5,70,no,0,
3,IRC01,25,BLOCRO,6,25,no,0,
3,IRC01,25,BLOCRO,7,1,no,0,
3,IRC01,20,BLOCRO,1,5,yes,1,
3,IRC01,20,BLOCRO,2,190,no,0,
3,IRC01,20,BLOCRO,3,0,no,0,
3,IRC01,20,BLOCRO,4,150,yes,2,
3,IRC01,10,BLOCRO,1,8,no,0,
3,IRC01,10,BLOCRO,2,6,no,0,
3,IRC01,10,BLOCRO,3,5,no,0,
1,GYP08,5,SALMEL,1,2,no,0,
1,GYP08,5,SALMEL,2,0,no,0,
1,GYP08,5,SALMEL,3,0,no,0,
1,GYP08,5,SALMEL,4,25,no,0,
1,GYP08,5,SALMEL,5,58,yes,2,
1,GYP08,5,SALMEL,6,1,no,0,
1,GYP08,5,SALMEL,7,2,no,0,
1,GYP08,5,SALMEL,8,6,no,0,
1,GYP08,5,SALMEL,9,10,no,0,
1,GYP08,5,SALMEL,10,7,no,0,
2,GYP08,5,SALMEL,1,0,no,0,
2,GYP08,5,SALMEL,2,5,no,0,
2,GYP08,5,SALMEL,3,2,no,0,
2,GYP08,5,SALMEL,4,10,no,0,
2,GYP08,5,SALMEL,5,4,no,0,
2,GYP08,5,SALMEL,6,3,no,0,
1,IRC23,10,EROCIC,1,115,no,0,
1,IRC23,10,EROCIC,2,21,no,0,
1,IRC23,10,EROCIC,3,75,no,0,
1,IRC23,10,EROCIC,4,3,no,0,
1,IRC23,10,EROCIC,5,50,no,0,
1,IRC23,10,EROCIC,6,52,no,0,
1,IRC23,10,EROCIC,7,65,no,0,
2,BKR07,35,GILANG,1,90,yes,9,
2,BKR07,35,GILANG,2,15,no,0,
2,BKR07,35,GILANG,3,105,yes,2,
2,BKR07,35,GILANG,4,120,yes,1,
2,I40,25,ACMGLA,1,540,no,0,
2,I40,25,ACMGLA,2,320,no,0,
2,I40,25,ACMGLA,3,60,yes,11,
2,I40,25,ACMGLA,4,15,no,0,
2,I40,25,ACMGLA,5,15,no,0,
2,I40,25,ACMGLA,6,13,yes,2,
2,I40,25,ACMGLA,7,490,no,0,
2,I40,25,ACMGLA,8,47,no,0,
2,I40,25,ACMGLA,9,25,no,0,
2,I08,20,BRANIG,1,210,no,0,
2,I08,20,BRANIG,2,290,no,0,
2,I08,20,BRANIG,3,470,no,0,
2,I08,20,BRANIG,4,390,no,0,
2,I08,20,BRANIG,5,350,no,0,
2,I08,20,BRANIG,6,190,no,0,
2,I40,20,ACMGLA,1,10,no,0,
2,I40,20,ACMGLA,2,30,no,0,
2,I40,20,ACMGLA,3,70,no,0,
2,I40,20,ACMGLA,4,15,yes,1,
3,I40,20,ACMGLA,1,120,no,0,
3,I40,20,ACMGLA,2,60,no,0,
3,I40,20,ACMGLA,3,65,no,0,
3,I40,20,ACMGLA,4,35,no,0,
3,I40,20,ACMGLA,5,70,no,0,
3,I40,20,ACMGLA,6,140,no,0,
3,I40,20,ACMGLA,7,150,no,0,
3,I40,20,ACMGLA,8,35,no,0,
3,I40,20,ACMGLA,9,200,no,0,
3,I40,20,ACMGLA,10,470,no,0,
3,I40,25,ACMGLA,1,80,no,0,
3,I40,25,ACMGLA,2,60,no,0,
3,I40,25,ACMGLA,3,40,no,0,
3,I40,25,ACMGLA,4,50,no,0,
3,I40,25,ACMGLA,5,560,no,0,
3,I40,25,ACMGLA,6,16,no,0,
3,I40,25,ACMGLA,7,100,no,0,
3,I40,25,ACMGLA,8,7,no,0,
3,I40,25,ACMGLA,9,130,no,0,
3,I40,25,ACMGLA,10,190,no,0,
3,I40,40,ACMGLA,1,140,no,0,
3,I40,40,ACMGLA,2,250,no,0,
3,I40,40,ACMGLA,3,80,no,0,
3,I40,40,ACMGLA,4,15,no,0,
3,I40,40,ACMGLA,5,13,no,0,
3,I40,40,ACMGLA,6,90,no,0,
3,I40,40,ACMGLA,7,240,no,0,
3,I40,40,ACMGLA,8,140,no,0,
3,I40,40,ACMGLA,9,70,no,0,
3,I40,40,ACMGLA,10,50,no,0,
3,I40,35,ACMGLA,1,320,no,0,
3,I40,35,ACMGLA,2,40,no,0,
3,I40,35,ACMGLA,3,520,no,0,
3,I40,35,ACMGLA,4,260,no,0,
3,I40,35,ACMGLA,5,140,no,0,
3,I40,35,ACMGLA,6,1550,no,0,
3,I40,35,ACMGLA,7,290,no,0,
3,I40,35,ACMGLA,8,80,no,0,
3,I40,35,ACMGLA,9,190,no,0,
3,I40,35,ACMGLA,10,15,no,0,
3,SS05,30,CALMAC,1,270,no,0,
3,SS05,30,CALMAC,2,50,no,0,
3,SS05,30,CALMAC,3,190,no,0,
3,SS05,30,CALMAC,4,55,no,0,
3,SS05,30,CALMAC,5,60,no,0,
3,SS05,30,CALMAC,6,180,no,0,
3,SS05,10,CALMAC,1,110,no,0,
3,SS05,10,CALMAC,2,85,no,0,
3,SS05,10,CALMAC,3,40,no,0,
3,SS05,10,CALMAC,4,140,no,0,
3,SS05,10,CALMAC,5,50,no,0,
3,SS05,0,CALMAC,1,5,no,0,
3,SS05,40,CALMAC,1,130,no,0,
3,I40,5,ACMGLA,1,440,no,0,
3,I40,5,ACMGLA,2,4,no,0,
3,I40,5,ACMGLA,3,70,no,0,
3,I40,5,ACMGLA,4,280,no,0,
3,I08,45,ACMGLA,1,300,no,0,
3,I08,45,ACMGLA,2,220,no,0,
3,I08,45,ACMGLA,3,160,no,0,
3,I08,45,ACMGLA,4,330,no,0,
3,I08,45,ACMGLA,5,80,no,0,
3,I08,45,ACMGLA,6,530,no,0,
3,I08,45,ACMGLA,7,80,no,0,
3,I08,45,ACMGLA,8,400,no,0,
3,I08,45,ACMGLA,9,310,no,0,
3,I08,45,ACMGLA,10,390,no,0,
3,IRC08,0,BRANIG,1,20,no,0,
3,IRC08,0,BRANIG,2,250,no,0,
3,IRC08,0,BRANIG,3,100,no,0,
3,IRC08,0,BRANIG,4,130,no,0,
3,IRC08,0,BRANIG,5,80,no,0,
3,IRC08,0,BRANIG,6,100,no,0,
3,IRC08,0,BRANIG,7,10,no,0,
3,IRC08,0,BRANIG,8,350,no,0,
3,IRC13,15,BRANIG,1,150,no,0,
3,IRC13,15,BRANIG,2,100,no,0,
3,IRC13,15,BRANIG,3,180,no,0,
3,IRC13,15,BRANIG,4,140,no,0,
3,IRC13,15,BRANIG,5,130,no,0,
3,IRC13,15,BRANIG,6,150,no,0,
3,IRC13,15,BRANIG,7,230,no,0,
3,IRC13,15,BRANIG,8,150,no,0,
3,IRC13,15,BRANIG,9,160,yes,3,
3,IRC13,15,BRANIG,10,150,no,0,
3,IRC08,10,SALMEL,1,0,no,0,
3,IRC08,10,SALMEL,2,6,no,0,
3,IRC08,10,SALMEL,3,55,no,0,
3,IRC08,10,SALMEL,4,5,no,0,
3,IRC08,10,SALMEL,5,2,no,0,
3,IRC08,10,SALMEL,6,50,no,0,
3,IRC08,10,SALMEL,7,1,no,0,
3,IRC08,10,SALMEL,8,2,no,0,
3,IRC08,10,SALMEL,9,4,no,0,
3,IRC08,10,SALMEL,10,1,no,0,
3,IRC08,45,BRANIG,1,170,no,0,
3,IRC08,45,BRANIG,2,65,no,0,
3,IRC08,45,BRANIG,3,130,no,0,
3,IRC08,45,BRANIG,4,170,no,0,
3,IRC08,45,BRANIG,5,160,yes,1,
3,IRC08,45,BRANIG,6,100,no,0,
3,IRC08,45,BRANIG,7,50,no,0,
3,IRC08,45,BRANIG,8,150,no,0,
3,IRC08,40,BRANIG,1,10,no,0,
3,IRC08,40,BRANIG,2,35,no,0,
3,IRC08,40,BRANIG,3,110,no,0,
3,IRC08,40,BRANIG,4,80,no,0,
3,IRC08,40,BRANIG,5,30,no,0,
3,IRC08,40,BRANIG,6,80,no,0,
3,IRC08,40,BRANIG,7,12,no,0,
3,IRC08,40,BRANIG,8,25,no,0,
3,IRC08,25,ACMGLA,1,970,no,0,
3,GYP09,33,ERIFAS,1,0,no,0,
3,GYP09,33,ERIFAS,2,0,no,0,
3,GYP09,33,ERIFAS,3,0,no,0,
3,GYP09,33,ERIFAS,4,2,no,0,
3,GYP09,33,ERIFAS,5,1,no,0,
3,GYP09,33,ERIFAS,6,1,no,0,
3,GYP09,33,ERIFAS,1,4,no,0,
3,GYP09,33,ERIFAS,2,2,no,0,
3,GYP09,33,ERIFAS,3,120,no,0,
3,GYP09,33,ERIFAS,4,8,no,0,
3,GYP09,33,ERIFAS,5,3,no,0,
3,GYP09,33,ERIFAS,6,4,no,0,
3,GYP09,33,ERIFAS,7,0,no,0,
3,GYP09,33,ERIFAS,8,1,no,0,
3,GYP09,33,ERIFAS,9,1,no,0,
3,GYP09,33,ERIFAS,10,2,no,0,
3,IRC08,5,BRANIG,1,430,no,0,
3,IRC08,5,BRANIG,2,220,no,0,
3,IRC08,5,BRANIG,3,170,no,0,
2,I02,35,ACMGLA,10,956,Yes,3,
2,I02,25,UNK Y,2,53,Yes,7,
2,I02,15,HIRINC,3,154,No,0,
2,I02,20,UNK Y,3,393,Yes,23,
2,GYP09,N/A,ESCCAL,2,878,Yes,4,
2,IRC23,15,PHAPAR,6,52,No,0,
2,GYP09,N/A,DICCAP,3,617,Yes,10,
2,I02,1,SALMEL,8,85,No,0,
2,I02,N/A,SISBEL,1,875,No,0,
2,GYP09,40,Purple CALO,1,292,Yes,3,
1,GYP04,N/A,PHAPAR,3,95,Yes,3,
2,GYP09,10,KECANT,5,160,No,0,
1,I08,35,EROCIC,1,98,Yes,2,
1,I08,15,EROCIC,2,93,No,0,
1,I08,35,EROCIC,2,159,Yes,1,
1,I08,10,EROCIC,2,1,No,0,
1,I08,0,EROCIC,3,190,Yes,1,
1,I40,N/A,SALMEL,5,66,Yes,1,
1,I08,25,EROCIC,3,123,Yes,2,
1,I08,40,EROCIC,2,192,Yes,1,
2,GYP02,0,SALMEL,8,46,Yes,1,
2,GYP02,40,SALMEL,11,21,No,0,
2,GYP02,10,SALMEL,3,2,No,0,
2,GYP02,5,SALMEL,6,28,No,0,
2,GYP02,45,SALMEL,8,25,No,0,
2,GYP02,25,SALMEL,7,19,No,0,
1,IRC13,0,EROCIC,8,41,No,0,
2,GYP02,N/A,CALMAC,1,127,Yes,13,
2,SS05,20,SALMEL,10,91,No,0,
3,SS05,10,SALMEL,5,52,Yes,1,
3,SS05,10,SALMEL,10,57,No,0,
3,SS05,10,CALMAC,1,246,Yes,4,
1,IRC13,N/A,EROCIC,2,216,Yes,3,
1,I08,N/A,ERIFAS,8,75,No,0,
1,GYP02,N/A,SOLXAN,4,512,No,0,
1,GYP02,N/A,SALMEL,8,33,No,0,
1,GYP02,N/A,SALMEL,8,38,No,0,
2,I08,10,SALMEL,5,26,No,0,
2,I40,15,SALMEL,9,31,Yes,1,
2,GYP08,N/A,EUCCHR,1,38,no,0,
2,GYP01,N/A,EROCIC,2,14,no,0,
2,GYP01,N/A,EROCIC,1,41,yes,2,
2,GYP01,N/A,EROCIC,3,65,yes,1,
2,GYP01,N/A,EROCIC,2,83,yes,1,
2,GYP01,N/A,EROCIC,1,46,no,0,
2,GYP01,N/A,EROCIC,3,71,no,0,
2,GYP08,N/A,EROCIC,3,37,no,0,
2,GYP08,N/A,EROCIC,2,49,no,0,
2,GYP08,N/A,EROCIC,1,27,no,0,
2,GYP08,5,CALMAC,1,78,no,0,
2,SS04,10,CALMAC,2,64,no,0,
2,SS04,10,CALMAC,1,29,yes,2,
1,I50,N/A,SISBEL,2,37,yes,14,
2,SS04,5,CALMAC,2,39,no,0,
2,SS04,5,CALMAC,1,67,no,0,
2,SS03,35,CALMAC,1,25,no,0,
2,SS03,35,CALMAC,2,93,yes,1,
2,SS04,10,CALMAC,2,40,no,0,
2,SS04,10,CALMAC,1,32,no,0,
2,SS04,0,CALMAC,1,43,no,0,
2,SS04,0,CALMAC,2,33,no,0,
2,SS04,0,CALMAC,3,23,no,0,
2,SS03,5,CALMAC,2,74,no,0,
2,SS03,5,CALMAC,1,35,no,0,
2,SS03,5,CALMAC,3,66,no,0,
2,SS04,0,CALMAC,3,55,no,0,
2,SS04,0,CALMAC,2,12,no,0,
2,SS04,0,CALMAC,1,20,no,0,
2,SS03,0,CALMAC,1,15,no,0,
2,SS03,0,CALMAC,2,11,no,0,
2,SS03,15,CALMAC,2,27,no,0,
2,SS03,15,CALMAC,1,19,no,0,
2,SS04,30,CALMAC,1,74,no,0,
2,SS04,30,CALMAC,2,45,no,0,
2,SS03,0,CALMAC,1,75,no,0,
2,SS03,0,CALMAC,2,42,no,0,
2,IRC01,N/A,CALMAC,1,146,yes,21,
2,IRC01,25,ANAARV,1,16,yes,1,
2,BKR07,25,ANAARV,1,45,no,0,
2,BKR07,25,ANAARV,2,43,no,0,
2,GYP01,N/A,EROBOT,3,39,no,0,
2,GYP01,N/A,EROBOT,2,32,yes,1,
2,GYP01,N/A,EROBOT,1,27,yes,3,
1,I50,N/A,Ero,1,16,yes,1,
2,GYP01,10,Ero,1,31,yes,2,
1,GYP04,30,EUCCHR,2,26,no,0,
1,GYP04,30,EUCCHR,1,36,yes,1,
1,SS04,20,CALMAC,1,29,no,0,
1,SS05,20,CALMAC,1,51,no,0,
1,SS05,20,CALMAC,2,61,no,0,
1,SS05,20,CALMAC,3,46,no,0,
1,SS05,20,CALMAC,4,31,no,0,
1,SS05,45,CALMAC,1,18,no,0,
1,SS05,30,CALMAC,1,42,no,0,
1,SS05,30,CALMAC,2,27,no,0,
1,SS05,30,CALMAC,3,35,no,0,
2,SS04,20,CALMAC,1,52,no,0,
2,SS04,20,CALMAC,2,68,no,0,
2,SS04,20,CALMAC,3,69,no,0,
1,SS05,5,CALMAC,1,44,no,0,
1,SS05,5,CALMAC,2,76,no,0,
1,SS05,5,CALMAC,3,42,no,0,
1,SS05,5,CALMAC,4,63,no,0,
1,SS05,N/A,CALMAC,1,12,no,0,
1,SS05,N/A,CALMAC,2,13,no,0,
1,SS05,N/A,CALMAC,3,21,no,0,
